,
2026055,5
2035070,4
2026047,4
2026036,2
2035042,2
2026065,1
2035023,0
2034066,1
2035065,1
,
2026098,4
2026040,4
2029073,1
2029144,1
2026009,1
2029046,1
2029174,3
2029178,2
2029007,1
2029089,1
,
2012051,3
2012040,3
2012004,1
2012015,2
2012001,3
2029146,4
2029184,3
2029060,1
2029147,0
,
2029189,4
2029115,2
2029053,4
2029043,2
2029091,2
2029166,2
2029117,2
2029029,4
2029192,1
2029054,1
,
2035017,5
2026085,2
2026090,0
2035053,1
2035055,2
2026014,2
2026017,5
2026038,1
2026078,2
2026072,5
,
2026043,2
2029025,5
2029017,5
2029057,3
2029061,1
2029062,0
2029171,3
2029059,1
2029055,1
2026022,1
,
2012047,4
2029078,3
2012035,3
2012052,4
2012011,3
2029176,2
2012019,1
2029068,1
2029153,2
2012012,1
,
2029083,2
2029023,4
2029172,3
2029132,2
2029142,1
2029114,3
2029093,2
2029143,0
2029161,2
,
,
,
,
,
