,
2026081,2
2026004,1
2035049,3
2026010,4
2026061,2
2026073,2
2034053,1
,
2029058,3
2029164,2
2029148,3
2029149,4
2029104,1
2029099,6
2029130,4
2029005,4
2029064,1
,
2029183,3
2012041,1
2012046,2
2029085,4
2012053,1
2029100,1
2012038,3
2012055,3
2029098,1
,
2012021,1
2012026,3
2029186,2
2027020,0
2029065,3
2029096,1
2027009,2
2027050,4
2029016,3
,
2026052,5
2026058,2
2026066,2
2026021,2
2026064,2
2026037,1
2026053,2
2034009,0
2026033,1
,
2029033,3
2029097,4
2029129,4
2029154,2
2029045,1
2029156,5
2029109,4
2029067,0
2029170,2
,
2012031,7
2012030,2
2012048,2
2012044,3
2012054,2
2029145,2
2029131,2
2029169,0
2012009,2
,
2029081,3
2027078,1
2029116,3
2029180,3
2027061,3
2029077,1
2029026,2
2029042,3
2027021,0
,
,
