,,,,
1920010,6,38,5,1
1933044,5,37,3,2
1933008,6,34,4,2
1933030,5,31,3,2
1920012,3,31,2,1
1920065,2,20,0,2
1933045,3,19,0,3
1933016,3,7,0,3
1933024,1,1,0,1
,,,,
1932027,6,34,3,3
1932021,5,33,2,3
1932072,4,32,2,2
1927048,3,27,0,3
1932048,3,27,1,2
1927069,3,19,0,3
1932037,6,18,1,5
1932035,3,15,0,3
1920080,3,15,0,3
,,,,
1920008,7,39,4,3
1919066,5,37,3,2
1932065,5,33,3,2
1920033,4,32,2,2
1932046,4,28,2,2
1932074,4,22,0,4
1932055,4,20,2,2
1920040,2,12,0,2
1920056,-1,3,0,1
,,,,
1914008,5,37,3,2
1914040,4,36,3,1
1914038,5,29,3,2
1914012,4,28,1,3
1919017,2,18,0,2
1914021,2,18,0,2
1919034,1,17,0,1
1914014,5,13,1,4
1919053,2,10,0,2
,,,,
1920051,3,43,3,0
1920039,6,42,4,2
1920052,8,40,5,3
1933017,5,33,2,3
1920044,7,31,3,4
1920021,3,31,2,1
1933020,4,28,2,2
1933003,3,23,1,2
1933047,0,4,0,0
1933014,0,4,0,2
,,,,
1927083,5,45,5,0
1932051,5,43,4,1
1932013,4,32,2,2
1927017,5,31,2,3
1932061,5,29,2,3
1927081,4,28,2,2
1932034,6,26,3,3
1927031,4,24,2,2
1927071,5,21,2,3
1927029,0,-2,0,0
,,,,
1919016,4,40,4,0
1919052,3,39,2,1
1932028,4,36,2,2
1932064,6,34,4,2
1919060,8,26,2,6
1932024,5,25,0,5
1932019,2,22,1,1
1920074,3,21,0,3
1932030,4,20,1,3
1932050,1,1,0,3
,,,,
1919003,5,51,5,0
1920047,4,44,4,0
1919009,5,39,3,2
1914026,3,31,1,2
1914004,5,25,1,4
1919063,1,21,1,0
1914005,3,19,0,3
1919048,5,17,0,5
1914037,4,16,1,3
1919051,-1,3,0,1
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
