,,,,
2026081,4,36,4,0
2026004,2,20,1,1
2026061,2,20,0,2
2035049,3,17,2,1
2026010,5,17,2,3
2026073,2,12,0,2
2034053,1,5,0,1
,,,,
2029058,4,36,3,1
2029164,4,32,2,2
2029148,4,28,1,3
2029104,1,23,0,1
2029099,6,22,2,4
2029149,6,22,0,6
2029130,5,17,0,5
2029064,3,17,0,3
2029005,4,16,1,3
,,,,
2029183,5,41,3,2
2012041,3,31,1,2
2029085,6,26,1,5
2012046,3,25,1,2
2012038,4,20,0,4
2012053,1,19,0,1
2029100,1,17,0,1
2012055,4,16,0,4
2029098,3,11,0,3
,,,,
2012021,2,36,2,0
2029065,5,29,3,2
2029186,4,28,2,2
2012026,4,24,2,2
2027020,0,24,0,0
2029096,2,22,2,0
2027009,3,21,1,2
2027050,6,14,0,6
2029016,3,7,0,3
,,,,
2026058,6,36,3,3
2026064,2,34,1,1
2026066,4,32,2,2
2026052,8,32,4,4
2026021,4,28,1,3
2026053,3,19,0,3
2026037,2,18,0,2
2034009,1,13,0,1
2026033,1,3,0,1
,,,,
2029033,6,38,5,1
2029097,7,37,6,1
2029129,6,32,4,2
2029156,7,31,3,4
2029154,2,26,1,1
2029045,2,26,0,2
2029067,2,14,0,2
2029109,5,9,1,4
2029170,1,-1,0,3
,,,,
2012031,9,37,6,3
2012030,4,36,4,0
2012048,3,35,3,0
2029131,4,20,2,2
2012044,4,20,1,3
2029145,3,19,0,3
2012054,2,18,2,0
2029169,-2,2,0,0
2012009,2,2,0,2
,,,,
2029081,7,39,5,2
2027078,2,30,2,0
2029116,5,29,3,2
2027061,4,28,2,2
2029077,1,25,0,1
2029180,4,18,1,3
2029042,4,16,2,2
2029026,2,8,0,2
2027021,0,4,0,0
,,,,
,,,,
