,,,,
91725173,5,33,5,0
91830011,4,28,3,1
91725152,4,28,3,1
91725066,2,26,1,1
91725141,6,22,3,3
91830018,3,15,2,1
91830036,0,6,0,0
91830025,1,5,1,0
91830014,1,-1,0,1
,,,,
91725184,3,37,3,0
91725185,5,33,3,2
91623002,7,31,5,2
91725051,3,27,3,0
91725019,4,20,2,2
91623046,2,16,1,1
91623042,3,15,1,2
91623005,3,15,1,2
91623051,4,10,0,4
91725038,1,9,0,1
,,,,
91115025,3,31,3,0
91511011,4,28,2,2
91511055,4,24,2,2
91511004,4,24,3,1
91511030,4,24,2,2
91124010,2,18,1,1
91511009,1,13,1,0
91124004,4,8,0,4
91124022,1,1,0,1
,,,,
91028091,7,39,7,0
91115021,3,31,3,0
91028062,3,25,3,0
91115009,4,20,3,1
91028006,3,17,2,1
91028038,1,13,0,1
91115007,1,11,0,1
91115062,2,6,1,1
91028027,2,2,0,2
,,,,
91013031,1,33,1,0
91028056,3,29,1,2
91028004,6,26,3,3
91028053,6,26,2,4
91028054,2,22,1,1
91028032,4,20,1,3
91010001,3,19,1,2
91028072,3,15,1,2
91028003,4,14,1,3
91028028,1,5,0,1
,,,,
92234029,8,40,8,0
91022035,6,30,5,1
91010035,4,22,4,0
91022024,3,19,1,2
92234065,2,14,1,1
91022033,2,14,1,1
91010055,2,14,1,1
91010037,4,14,1,3
91010022,1,9,0,1
92234063,1,5,0,1
,,,,
92221003,5,39,5,0
92234007,3,35,3,0
92221021,5,31,4,1
92234002,6,30,4,2
92234013,3,27,2,1
92234040,5,21,2,3
92221032,4,18,2,2
92221027,2,16,2,0
92234025,4,16,3,1
92234006,0,-36,0,0
,,,,
92026097,8,40,8,0
92029137,4,36,4,0
92026026,4,34,3,1
92026060,4,24,2,2
92026050,5,23,3,2
92029124,3,15,1,2
92026067,4,14,1,3
92029001,4,10,1,3
92029118,1,9,0,1
92034004,0,8,0,0
,,,,
92029158,5,37,5,0
92035036,6,30,5,1
92026030,3,29,3,0
92035012,1,23,1,0
92029072,3,23,1,2
92029139,3,19,2,1
92026054,3,11,0,3
92029038,3,11,0,3
92035037,5,7,0,5
92035031,1,3,0,1
