,,,,
1725037,2,30,1,1
1725012,2,28,2,0
1725032,3,23,0,3
1725179,5,21,2,3
1725164,2,20,1,1
1725061,3,19,1,2
1725034,2,18,1,1
1725188,3,17,1,2
1725169,2,10,0,2
1725145,5,7,0,5
,,,,
1725094,5,33,4,1
1725127,5,33,3,2
1725134,3,31,2,1
1725104,1,29,1,0
1725163,2,18,1,1
1725013,5,17,1,4
1725153,4,16,1,3
1725071,2,8,0,2
1725101,1,7,0,1
1725154,2,6,0,2
,,,,
1725059,5,29,5,0
1725167,3,21,2,1
1725057,3,17,1,2
1725136,4,16,2,2
1725039,0,12,0,0
1725102,3,11,0,3
1725041,2,10,0,2
,,,,
1725036,5,37,5,0
1725085,4,32,4,0
1725091,6,26,3,3
1725033,3,15,2,1
1725068,4,12,2,2
1725198,-1,3,1,0
1725172,0,0,0,0
,,,,
1725074,6,34,5,1
1725047,3,27,1,2
1725021,6,22,3,3
1725058,5,21,3,2
1725181,2,14,1,1
1725090,1,9,0,1
1725105,-2,2,0,0
,,,,
1725025,4,36,4,0
1725191,5,33,5,0
1725125,2,26,0,2
1725196,4,20,2,2
1725079,1,17,0,1
1725002,4,16,1,3
1725160,3,11,1,2
1725113,3,7,0,3
1725092,-2,4,0,2
,,,,
1725009,3,29,3,0
1725062,5,21,2,3
1725040,3,21,1,2
1725142,4,20,1,3
1725098,4,16,2,2
1725148,3,15,1,2
1725055,1,13,1,0
1725165,-2,-2,0,0
,,,,
1725112,3,23,3,2
1725027,6,22,4,2
1725106,1,21,1,0
1725007,4,20,2,2
1725017,1,17,1,0
1725015,-1,11,1,0
1725089,-1,11,1,2
1725182,2,10,1,1
1725190,4,8,1,3
,,,,
1725171,3,31,3,0
1725159,2,30,2,0
1725177,2,22,2,0
1725155,2,18,1,1
1725143,2,14,1,1
1725197,2,14,1,1
1725031,4,12,2,2
1725072,4,12,2,2
1725014,0,0,0,0
,,,,
1725146,6,34,6,0
1725080,3,23,2,1
1725063,2,22,2,0
1725173,1,13,0,1
1725201,1,13,0,1
1725178,2,10,0,2
1725026,3,7,0,3
1725192,0,0,0,2
,,,,
1725100,5,33,5,0
91725158,5,25,5,0
1725042,5,25,5,0
1725065,3,15,3,0
1725081,2,14,2,0
1725044,2,10,2,0
91725003,-28,-28,0,0
